5;BOLSAS DE BASURA 26 X 40 X 100 UND;11;22;22
5;BOLSAS DE BASURA-GRANDES X 220 LITROS;11;63;22
5;BOLSAS DE BASURA-GRANDES 140 LT X 100 GRANDE;11;30;22
5;BOLSAS DESGLOSABLES PB 5 X 10;11;10.5;22
5;BOLSAS DESGLOSABLES PB 7 X 10;11;10.5;22
5;BOLSAS DE 50 LT X 50;12;34.5;22
5;BOLSAS X 220 LT;11;56;22
5;BOLSAS PARA SANDWICH 6 X 6 X 100 UNIDADES;11;1.1;22
5;BOLSAS DE PLASTICO CHISMOSA;10;0.05;22
5;BOLSAS PLATICAS DE 20 KG 21X24 X 100;12;10.1;22
5;BOLSAS POLIGRASA GRANDES;10;12.5;22
5;BOLSAS TALONERAS PAPELILLO 8 X 12;10;0.5;22
5;BOLSAS WARA 6 X 12 200 UND;11;4;22
5;BOTELLAS X 100 UND;14;30;22
5;BROCHETAS DE BAMBOO ;11;2;22
5;CARBON;5;110;22
5;CUCHARAS DESCARTABLES CHICAS X 100;11;1.8;22
5;CUCHARAS DESCARTABLES GRANDES X 50;11;3.5;22
5;CUCHILLO ACRÍLICO X 100 UND;11;9;22
5;DKASA FLORAL X 4 LT;13;13.5;22
5;DETERGENTE SAPOLIO X 15 KG MAX PODER;12;66;22
5;DETERGENTE VAJILLA X 15 KG ;12;58;22
5;DISPENSADOR PARA JABÓN LÍQUIDO;10;18.9;22
5;ESCALERA;10;88.9;22
5;ESCOBAS;10;14.5;22
5;ESCOBILLA DE FIERRO;10;7.1;22
5;ESCOBILLA DE ROPA;10;3;22
5;ESCOBILLA PARA BAÑO;10;8.5;22
5;ESCOBILLA PARA UÑAS;10;1.2;22
5;ESCOBILLON CLORINDA GRANDE MULTIUSO;10;9.5;22
5;ESCOBILLON DALIA SUPER GRANDE;10;9;22
5;ESCOBILLON HUDE GRANDE;10;9.5;22
5;ESPONJA DE ACERO;10;1.1;22
5;ESPONJA DE ACERO CUADRADA COLORES;10;1.2;22
5;ESPONJA DE METAL;10;1.5;22
5;ESPONJA VERDE X 12;11;11.2;22
5;GORROS DE ENFERMERA GOLDEN MEDIC X CAJA;2;14;22
5;GUANTES DE ALUMINIO;22;88;22
5;GUANTES ETERNA ANTIDESLIZANTE BICOLOR T 8;22;6.8;22
5;GUANTES ETERNA MULTI BICOLOR T 9;22;6.8;22
5;GUANTES LIMPIA YA LAVANDERIA T-L;10;10.8;22
5;GUANTES;22;7.8;22
5;GUANTES QUIRURGICOS VINILO T-M;2;16;22
5;GUANTES QUIRURGICOS GOLDEN;2;22.5;22
5;GUANTES S/BRITE LAVAND TALLA 7M;22;7.8;22
5;GUANTES VIRUTEX BAÑOS LAVANDERÍA;22;8;22
5;JABONCILLO CAMAY CLASICO X 90;10;1.5;22
5;JABONCILLO LUX FRESCURA IRRESISTIBLE X 125 GR;10;2.5;22
5;JABON LIQUIDO VIVE;13;15;22
5;JABON LIQUIDO ARO NEUTRAL X 4 LT;13;23.5;22
5;JABON LIQUIDO MASTER CLEAN ;13;14;22
5;JALADOR DE AGUA GRANDE DE JEBE ;10;8;22
5;LEJIA X 1 GL;13;8.02;22
5;LEJIA PATITO CUADRADA;10;7.5;22
5;LEJIA SAPOLIO ORIGINAL X 5000 GR;10;14;22
5;LIMPIA TODO X 1 GL;13;10.7;22
5;LIMPIA TODO SAPOLIO BEBE X 3785 ML;16;13;22
5;LIMPIA TODO  SAPOLIO FLORAL X 5000 ML;13;14.5;22
5;LIMPIA TODO  SAPOLIO ROSAS X 5000 ML;13;14.5;22
5;LIMPIA TODO SAPOLIO LAVANDA X 5000 ML;16;14.5;22
5;LIMPIA TODO SAPOLIO LIMON X 5000 ML;16;13.5;22
5;LIMPIA TODO SAPOLIO LIMON X 5000;16;13.5;22
5;LIMPIA TODO SAPOLIO ROSAS X 5000;13;14.5;22
5;LIMPIA VIDRIO 1 GL;13;7.4;22
5;MANDIL DE MARROQUIN GRANDE LINO PESADO ;10;10.5;22
5;MANDIL DE ALUMINIO;10;132;22
5;MONDADIENTES CHINOS BAMBU TORNEADOS X 120 PZS;10;1;22
5;MONDADIENTES REDONDO WALI 200 UND;2;0.5;22
5;MOSTACERO;17;30;22
5;PALO DE ESCOBA PLASTICO ESTANDAR;10;2.2;22
5;PAÑOS ABSORBENTES SURTIDO 4 X 3 SB;11;7.5;22
